contact_id,ticket_id,contact_sequence,contact_type,contact_date,staff_minutes
T01592-1,T01592,1,首次受理,2026-03-19,8.41
T01592-2,T01592,2,补充沟通,2026-03-19,11.8
T01593-1,T01593,1,首次受理,2026-03-19,12.51
T01593-2,T01593,2,补充沟通,2026-03-19,4.36
T01593-3,T01593,3,补充沟通,2026-03-19,8.14
T01593-4,T01593,4,补充沟通,2026-03-19,7.63
T01594-1,T01594,1,首次受理,2026-03-19,10.19
T01595-1,T01595,1,首次受理,2026-03-19,4.97
T01595-2,T01595,2,补充沟通,2026-03-19,8.74
T01595-3,T01595,3,补充沟通,2026-03-19,15.7
T01596-1,T01596,1,首次受理,2026-03-19,16.46
T01596-2,T01596,2,补充沟通,2026-03-19,9.09
T01597-1,T01597,1,首次受理,2026-03-19,4.77
T01597-2,T01597,2,补充沟通,2026-03-19,18.48
T01597-3,T01597,3,补充沟通,2026-03-19,18.94
T01598-1,T01598,1,首次受理,2026-03-19,15.33
T01598-2,T01598,2,补充沟通,2026-03-19,14.28
T01599-1,T01599,1,首次受理,2026-03-19,10.34
T01599-2,T01599,2,补充沟通,2026-03-19,19.29
T01600-1,T01600,1,首次受理,2026-03-19,14.2
T01600-2,T01600,2,补充沟通,2026-03-19,12.08
T01601-1,T01601,1,首次受理,2026-03-19,5.44
T01602-1,T01602,1,首次受理,2026-03-19,7.56
T01603-1,T01603,1,首次受理,2026-03-19,5.7
T01603-2,T01603,2,补充沟通,2026-03-19,11.6
T01603-3,T01603,3,补充沟通,2026-03-19,19.19
T01604-1,T01604,1,首次受理,2026-03-19,5.57
T01605-1,T01605,1,首次受理,2026-03-19,7.78
T01606-1,T01606,1,首次受理,2026-03-19,7.52
T01607-1,T01607,1,首次受理,2026-03-19,5.05
T01607-2,T01607,2,补充沟通,2026-03-19,10.78
T01608-1,T01608,1,首次受理,2026-03-19,7.76
T01608-2,T01608,2,补充沟通,2026-03-19,12.09
T01608-3,T01608,3,补充沟通,2026-03-19,7.82
T01609-1,T01609,1,首次受理,2026-03-19,9.2
T01610-1,T01610,1,首次受理,2026-03-19,4.24
T01611-1,T01611,1,首次受理,2026-03-19,3.78
T01611-2,T01611,2,补充沟通,2026-03-19,15.33
T01611-3,T01611,3,补充沟通,2026-03-19,6.62
T01612-1,T01612,1,首次受理,2026-03-19,3.1
T01613-1,T01613,1,首次受理,2026-03-19,6.76
T01613-2,T01613,2,补充沟通,2026-03-19,8.2
T01613-3,T01613,3,补充沟通,2026-03-19,9.97
T01614-1,T01614,1,首次受理,2026-03-19,8.53
T01614-2,T01614,2,补充沟通,2026-03-19,10.85
T01614-3,T01614,3,补充沟通,2026-03-19,9.65
T01615-1,T01615,1,首次受理,2026-03-19,5.92
T01616-1,T01616,1,首次受理,2026-03-19,9.34
T01617-1,T01617,1,首次受理,2026-03-19,2.69
T01618-1,T01618,1,首次受理,2026-03-19,2.55
T01619-1,T01619,1,首次受理,2026-03-19,3.23
T01620-1,T01620,1,首次受理,2026-03-19,3.46
T01620-2,T01620,2,补充沟通,2026-03-19,7.44
T01621-1,T01621,1,首次受理,2026-03-19,5.82
T01622-1,T01622,1,首次受理,2026-03-19,3.71
T01622-2,T01622,2,补充沟通,2026-03-19,5.56
T01623-1,T01623,1,首次受理,2026-03-19,2.96
T01624-1,T01624,1,首次受理,2026-03-19,8.73
T01625-1,T01625,1,首次受理,2026-03-19,9.57
T01626-1,T01626,1,首次受理,2026-03-19,10.02
T01626-2,T01626,2,补充沟通,2026-03-19,6.04
T01626-3,T01626,3,补充沟通,2026-03-19,6.0
T01627-1,T01627,1,首次受理,2026-03-19,7.44
T01628-1,T01628,1,首次受理,2026-03-19,4.77
T01629-1,T01629,1,首次受理,2026-03-19,8.9
T01629-2,T01629,2,补充沟通,2026-03-19,7.67
T01630-1,T01630,1,首次受理,2026-03-19,10.97
T01631-1,T01631,1,首次受理,2026-03-19,17.32
T01631-2,T01631,2,补充沟通,2026-03-19,11.56
T01631-3,T01631,3,补充沟通,2026-03-19,13.62
T01632-1,T01632,1,首次受理,2026-03-19,3.71
T01633-1,T01633,1,首次受理,2026-03-19,10.32
T01634-1,T01634,1,首次受理,2026-03-19,11.45
T01634-2,T01634,2,补充沟通,2026-03-19,4.66
T01635-1,T01635,1,首次受理,2026-03-19,3.57
T01636-1,T01636,1,首次受理,2026-03-19,8.31
T01637-1,T01637,1,首次受理,2026-03-19,2.6
T01638-1,T01638,1,首次受理,2026-03-19,17.39
T01638-2,T01638,2,补充沟通,2026-03-19,16.09
T01639-1,T01639,1,首次受理,2026-03-19,16.38
T01639-2,T01639,2,补充沟通,2026-03-19,9.66
T01640-1,T01640,1,首次受理,2026-03-19,4.95
T01640-2,T01640,2,补充沟通,2026-03-19,2.24
T01641-1,T01641,1,首次受理,2026-03-19,16.77
T01641-2,T01641,2,补充沟通,2026-03-19,14.58
T01641-3,T01641,3,补充沟通,2026-03-19,14.79
T01642-1,T01642,1,首次受理,2026-03-19,6.16
T01642-2,T01642,2,补充沟通,2026-03-19,9.77
T01643-1,T01643,1,首次受理,2026-03-19,10.67
T01643-2,T01643,2,补充沟通,2026-03-19,10.38
T01644-1,T01644,1,首次受理,2026-03-19,2.4
T01644-2,T01644,2,补充沟通,2026-03-19,8.17
T01645-1,T01645,1,首次受理,2026-03-19,14.85
T01645-2,T01645,2,补充沟通,2026-03-19,5.89
T01646-1,T01646,1,首次受理,2026-03-19,10.47
T01647-1,T01647,1,首次受理,2026-03-19,5.32
T01648-1,T01648,1,首次受理,2026-03-19,9.23
T01649-1,T01649,1,首次受理,2026-03-19,10.94
T01649-2,T01649,2,补充沟通,2026-03-19,9.57
T01650-1,T01650,1,首次受理,2026-03-19,18.38
T01650-2,T01650,2,补充沟通,2026-03-19,9.18
T01651-1,T01651,1,首次受理,2026-03-19,8.53
T01651-2,T01651,2,补充沟通,2026-03-19,4.57
T01652-1,T01652,1,首次受理,2026-03-19,19.68
T01652-2,T01652,2,补充沟通,2026-03-19,15.17
T01653-1,T01653,1,首次受理,2026-03-19,3.65
T01653-2,T01653,2,补充沟通,2026-03-19,18.62
T01654-1,T01654,1,首次受理,2026-03-19,4.56
T01654-2,T01654,2,补充沟通,2026-03-19,15.67
T01655-1,T01655,1,首次受理,2026-03-19,5.53
T01656-1,T01656,1,首次受理,2026-03-19,18.41
T01656-2,T01656,2,补充沟通,2026-03-19,13.32
T01657-1,T01657,1,首次受理,2026-03-19,5.9
T01658-1,T01658,1,首次受理,2026-03-19,3.89
T01658-2,T01658,2,补充沟通,2026-03-19,6.52
T01659-1,T01659,1,首次受理,2026-03-19,8.36
T01660-1,T01660,1,首次受理,2026-03-19,5.11
T01660-2,T01660,2,补充沟通,2026-03-19,13.5
T01661-1,T01661,1,首次受理,2026-03-19,4.2
T01661-2,T01661,2,补充沟通,2026-03-19,5.48
T01662-1,T01662,1,首次受理,2026-03-19,9.79
T01663-1,T01663,1,首次受理,2026-03-19,3.63
T01664-1,T01664,1,首次受理,2026-03-19,6.67
T01665-1,T01665,1,首次受理,2026-03-19,11.08
T01665-2,T01665,2,补充沟通,2026-03-19,10.29
T01665-3,T01665,3,补充沟通,2026-03-19,8.46
T01666-1,T01666,1,首次受理,2026-03-19,13.07
T01666-2,T01666,2,补充沟通,2026-03-19,15.92
T01666-3,T01666,3,补充沟通,2026-03-19,5.11
T01667-1,T01667,1,首次受理,2026-03-19,6.19
T01667-2,T01667,2,补充沟通,2026-03-19,13.82
T01668-1,T01668,1,首次受理,2026-03-19,3.29
T01669-1,T01669,1,首次受理,2026-03-19,7.46
T01669-2,T01669,2,补充沟通,2026-03-19,15.26
T01669-3,T01669,3,补充沟通,2026-03-19,12.18
T01669-4,T01669,4,补充沟通,2026-03-19,19.39
T01670-1,T01670,1,首次受理,2026-03-19,4.03
T01670-2,T01670,2,补充沟通,2026-03-19,9.8
T01671-1,T01671,1,首次受理,2026-03-19,5.0
T01671-2,T01671,2,补充沟通,2026-03-19,9.44
T01672-1,T01672,1,首次受理,2026-03-19,18.18
T01672-2,T01672,2,补充沟通,2026-03-19,7.88
T01673-1,T01673,1,首次受理,2026-03-19,9.86
T01674-1,T01674,1,首次受理,2026-03-19,7.97
T01674-2,T01674,2,补充沟通,2026-03-19,14.91
T01674-3,T01674,3,补充沟通,2026-03-19,17.65
T01675-1,T01675,1,首次受理,2026-03-19,15.56
T01675-2,T01675,2,补充沟通,2026-03-19,9.43
T01676-1,T01676,1,首次受理,2026-03-19,6.01
T01677-1,T01677,1,首次受理,2026-03-19,9.82
T01678-1,T01678,1,首次受理,2026-03-19,7.56
T01678-2,T01678,2,补充沟通,2026-03-19,10.49
T01679-1,T01679,1,首次受理,2026-03-19,10.28
T01680-1,T01680,1,首次受理,2026-03-19,8.51
T01680-2,T01680,2,补充沟通,2026-03-19,15.09
T01681-1,T01681,1,首次受理,2026-03-20,7.73
T01681-2,T01681,2,补充沟通,2026-03-20,5.47
T01682-1,T01682,1,首次受理,2026-03-20,7.56
T01682-2,T01682,2,补充沟通,2026-03-20,5.56
T01683-1,T01683,1,首次受理,2026-03-20,3.63
T01683-2,T01683,2,补充沟通,2026-03-20,18.06
T01683-3,T01683,3,补充沟通,2026-03-20,4.01
T01684-1,T01684,1,首次受理,2026-03-20,14.39
T01684-2,T01684,2,补充沟通,2026-03-20,17.74
T01684-3,T01684,3,补充沟通,2026-03-20,12.51
T01685-1,T01685,1,首次受理,2026-03-20,14.74
T01685-2,T01685,2,补充沟通,2026-03-20,18.6
T01686-1,T01686,1,首次受理,2026-03-20,10.2
T01686-2,T01686,2,补充沟通,2026-03-20,13.29
T01687-1,T01687,1,首次受理,2026-03-20,2.28
T01688-1,T01688,1,首次受理,2026-03-20,13.06
T01688-2,T01688,2,补充沟通,2026-03-20,9.16
T01689-1,T01689,1,首次受理,2026-03-20,6.33
T01690-1,T01690,1,首次受理,2026-03-20,15.26
T01690-2,T01690,2,补充沟通,2026-03-20,12.85
T01690-3,T01690,3,补充沟通,2026-03-20,9.17
T01691-1,T01691,1,首次受理,2026-03-20,4.2
T01691-2,T01691,2,补充沟通,2026-03-20,8.21
T01692-1,T01692,1,首次受理,2026-03-20,3.68
T01692-2,T01692,2,补充沟通,2026-03-20,4.89
T01693-1,T01693,1,首次受理,2026-03-20,2.49
T01693-2,T01693,2,补充沟通,2026-03-20,5.07
T01694-1,T01694,1,首次受理,2026-03-20,7.42
T01695-1,T01695,1,首次受理,2026-03-20,14.33
T01695-2,T01695,2,补充沟通,2026-03-20,10.9
T01696-1,T01696,1,首次受理,2026-03-20,8.86
T01696-2,T01696,2,补充沟通,2026-03-20,13.86
T01697-1,T01697,1,首次受理,2026-03-20,19.37
T01697-2,T01697,2,补充沟通,2026-03-20,5.84
T01698-1,T01698,1,首次受理,2026-03-20,11.81
T01698-2,T01698,2,补充沟通,2026-03-20,11.84
T01698-3,T01698,3,补充沟通,2026-03-20,6.31
T01699-1,T01699,1,首次受理,2026-03-20,6.66
T01700-1,T01700,1,首次受理,2026-03-20,13.48
T01700-2,T01700,2,补充沟通,2026-03-20,12.91
T01701-1,T01701,1,首次受理,2026-03-20,17.66
T01701-2,T01701,2,补充沟通,2026-03-20,16.87
T01702-1,T01702,1,首次受理,2026-03-20,18.21
T01702-2,T01702,2,补充沟通,2026-03-20,14.94
T01703-1,T01703,1,首次受理,2026-03-20,19.71
T01703-2,T01703,2,补充沟通,2026-03-20,14.95
T01704-1,T01704,1,首次受理,2026-03-20,6.3
T01704-2,T01704,2,补充沟通,2026-03-20,6.56
T01705-1,T01705,1,首次受理,2026-03-20,5.33
T01705-2,T01705,2,补充沟通,2026-03-20,9.41
T01706-1,T01706,1,首次受理,2026-03-20,17.3
T01706-2,T01706,2,补充沟通,2026-03-20,18.37
T01706-3,T01706,3,补充沟通,2026-03-20,17.45
T01707-1,T01707,1,首次受理,2026-03-20,7.76
T01708-1,T01708,1,首次受理,2026-03-20,8.37
T01708-2,T01708,2,补充沟通,2026-03-20,9.0
T01709-1,T01709,1,首次受理,2026-03-20,3.99
T01709-2,T01709,2,补充沟通,2026-03-20,3.99
T01710-1,T01710,1,首次受理,2026-03-20,10.79
T01710-2,T01710,2,补充沟通,2026-03-20,10.15
T01711-1,T01711,1,首次受理,2026-03-20,14.64
T01711-2,T01711,2,补充沟通,2026-03-20,16.83
T01712-1,T01712,1,首次受理,2026-03-20,19.14
T01712-2,T01712,2,补充沟通,2026-03-20,13.65
T01712-3,T01712,3,补充沟通,2026-03-20,17.93
T01713-1,T01713,1,首次受理,2026-03-20,10.13
T01713-2,T01713,2,补充沟通,2026-03-20,15.08
T01714-1,T01714,1,首次受理,2026-03-20,16.67
T01714-2,T01714,2,补充沟通,2026-03-20,9.42
T01715-1,T01715,1,首次受理,2026-03-20,2.99
T01716-1,T01716,1,首次受理,2026-03-20,4.93
T01716-2,T01716,2,补充沟通,2026-03-20,15.31
T01717-1,T01717,1,首次受理,2026-03-20,15.99
T01717-2,T01717,2,补充沟通,2026-03-20,11.99
T01717-3,T01717,3,补充沟通,2026-03-20,11.6
T01718-1,T01718,1,首次受理,2026-03-20,17.69
T01718-2,T01718,2,补充沟通,2026-03-20,7.27
T01719-1,T01719,1,首次受理,2026-03-20,12.06
T01719-2,T01719,2,补充沟通,2026-03-20,6.68
T01719-3,T01719,3,补充沟通,2026-03-20,9.23
T01720-1,T01720,1,首次受理,2026-03-20,17.75
T01720-2,T01720,2,补充沟通,2026-03-20,12.78
T01720-3,T01720,3,补充沟通,2026-03-20,17.68
T01721-1,T01721,1,首次受理,2026-03-20,9.22
T01722-1,T01722,1,首次受理,2026-03-20,4.83
T01722-2,T01722,2,补充沟通,2026-03-20,9.71
T01723-1,T01723,1,首次受理,2026-03-20,3.97
T01723-2,T01723,2,补充沟通,2026-03-20,13.21
T01724-1,T01724,1,首次受理,2026-03-20,8.24
T01725-1,T01725,1,首次受理,2026-03-20,5.13
T01726-1,T01726,1,首次受理,2026-03-20,5.57
T01726-2,T01726,2,补充沟通,2026-03-20,11.43
T01727-1,T01727,1,首次受理,2026-03-20,9.97
T01727-2,T01727,2,补充沟通,2026-03-20,4.67
T01728-1,T01728,1,首次受理,2026-03-20,10.78
T01728-2,T01728,2,补充沟通,2026-03-20,9.9
T01728-3,T01728,3,补充沟通,2026-03-20,19.59
T01729-1,T01729,1,首次受理,2026-03-20,3.92
T01730-1,T01730,1,首次受理,2026-03-20,16.4
T01730-2,T01730,2,补充沟通,2026-03-20,11.35
T01730-3,T01730,3,补充沟通,2026-03-20,9.01
T01730-4,T01730,4,补充沟通,2026-03-20,14.4
T01731-1,T01731,1,首次受理,2026-03-20,17.33
T01731-2,T01731,2,补充沟通,2026-03-20,16.97
T01731-3,T01731,3,补充沟通,2026-03-20,11.3
T01732-1,T01732,1,首次受理,2026-03-20,6.01
T01733-1,T01733,1,首次受理,2026-03-20,2.63
T01734-1,T01734,1,首次受理,2026-03-20,12.41
T01734-2,T01734,2,补充沟通,2026-03-20,9.93
T01735-1,T01735,1,首次受理,2026-03-20,5.92
T01736-1,T01736,1,首次受理,2026-03-20,15.23
T01736-2,T01736,2,补充沟通,2026-03-20,17.38
T01737-1,T01737,1,首次受理,2026-03-20,5.73
T01738-1,T01738,1,首次受理,2026-03-20,5.27
T01738-2,T01738,2,补充沟通,2026-03-20,17.19
T01739-1,T01739,1,首次受理,2026-03-20,8.66
T01739-2,T01739,2,补充沟通,2026-03-20,5.45
T01740-1,T01740,1,首次受理,2026-03-20,5.73
T01740-2,T01740,2,补充沟通,2026-03-20,2.52
T01741-1,T01741,1,首次受理,2026-03-20,10.59
T01742-1,T01742,1,首次受理,2026-03-20,2.29
T01743-1,T01743,1,首次受理,2026-03-20,10.4
T01744-1,T01744,1,首次受理,2026-03-20,5.57
T01745-1,T01745,1,首次受理,2026-03-20,3.98
T01745-2,T01745,2,补充沟通,2026-03-20,9.06
T01746-1,T01746,1,首次受理,2026-03-20,10.01
T01747-1,T01747,1,首次受理,2026-03-20,2.95
T01748-1,T01748,1,首次受理,2026-03-20,9.24
T01749-1,T01749,1,首次受理,2026-03-20,10.41
T01750-1,T01750,1,首次受理,2026-03-20,12.08
T01750-2,T01750,2,补充沟通,2026-03-20,10.08
T01750-3,T01750,3,补充沟通,2026-03-20,10.7
T01751-1,T01751,1,首次受理,2026-03-20,4.02
T01752-1,T01752,1,首次受理,2026-03-20,3.44
T01753-1,T01753,1,首次受理,2026-03-20,7.72
T01753-2,T01753,2,补充沟通,2026-03-20,8.16
T01754-1,T01754,1,首次受理,2026-03-20,5.92
T01755-1,T01755,1,首次受理,2026-03-20,4.62
T01755-2,T01755,2,补充沟通,2026-03-20,5.33
T01755-3,T01755,3,补充沟通,2026-03-20,14.43
T01756-1,T01756,1,首次受理,2026-03-20,6.42
T01757-1,T01757,1,首次受理,2026-03-20,7.6
T01757-2,T01757,2,补充沟通,2026-03-20,17.69
T01758-1,T01758,1,首次受理,2026-03-20,10.31
T01758-2,T01758,2,补充沟通,2026-03-20,17.02
T01758-3,T01758,3,补充沟通,2026-03-20,17.08
T01759-1,T01759,1,首次受理,2026-03-20,5.82
T01759-2,T01759,2,补充沟通,2026-03-20,9.05
T01760-1,T01760,1,首次受理,2026-03-20,6.25
T01760-2,T01760,2,补充沟通,2026-03-20,19.42
T01761-1,T01761,1,首次受理,2026-03-20,5.73
T01762-1,T01762,1,首次受理,2026-03-20,12.28
T01762-2,T01762,2,补充沟通,2026-03-20,5.48
T01763-1,T01763,1,首次受理,2026-03-20,9.44
T01764-1,T01764,1,首次受理,2026-03-20,19.41
T01764-2,T01764,2,补充沟通,2026-03-20,7.95
T01764-3,T01764,3,补充沟通,2026-03-20,11.19
T01765-1,T01765,1,首次受理,2026-03-20,6.5
T01765-2,T01765,2,补充沟通,2026-03-20,9.74
T01766-1,T01766,1,首次受理,2026-03-20,8.17
T01767-1,T01767,1,首次受理,2026-03-20,9.35
T01767-2,T01767,2,补充沟通,2026-03-20,6.73
T01767-3,T01767,3,补充沟通,2026-03-20,6.25
T01768-1,T01768,1,首次受理,2026-03-20,5.69
T01768-2,T01768,2,补充沟通,2026-03-20,6.8
T01769-1,T01769,1,首次受理,2026-03-20,10.79
T01770-1,T01770,1,首次受理,2026-03-20,5.67
T01770-2,T01770,2,补充沟通,2026-03-20,11.69
T01771-1,T01771,1,首次受理,2026-03-20,4.83
T01771-2,T01771,2,补充沟通,2026-03-20,10.81
T01772-1,T01772,1,首次受理,2026-03-20,15.36
T01772-2,T01772,2,补充沟通,2026-03-20,15.03
T01772-3,T01772,3,补充沟通,2026-03-20,6.41
T01772-4,T01772,4,补充沟通,2026-03-20,10.85
T01773-1,T01773,1,首次受理,2026-03-20,19.54
T01773-2,T01773,2,补充沟通,2026-03-20,19.53
T01774-1,T01774,1,首次受理,2026-03-20,5.95
T01774-2,T01774,2,补充沟通,2026-03-20,12.25
T01775-1,T01775,1,首次受理,2026-03-20,2.62
T01776-1,T01776,1,首次受理,2026-03-20,14.3
T01776-2,T01776,2,补充沟通,2026-03-20,17.61
T01777-1,T01777,1,首次受理,2026-03-20,3.76
T01777-2,T01777,2,补充沟通,2026-03-20,10.26
T01778-1,T01778,1,首次受理,2026-03-20,7.44
T01779-1,T01779,1,首次受理,2026-03-20,4.86
T01779-2,T01779,2,补充沟通,2026-03-20,11.62
T01779-3,T01779,3,补充沟通,2026-03-20,5.15
T01780-1,T01780,1,首次受理,2026-03-20,7.05
T01781-1,T01781,1,首次受理,2026-03-20,15.96
T01781-2,T01781,2,补充沟通,2026-03-20,18.03
T01781-3,T01781,3,补充沟通,2026-03-20,16.53
T01782-1,T01782,1,首次受理,2026-03-20,3.68
T01782-2,T01782,2,补充沟通,2026-03-20,17.89
T01783-1,T01783,1,首次受理,2026-03-20,2.25
T01783-2,T01783,2,补充沟通,2026-03-20,5.88
T01784-1,T01784,1,首次受理,2026-03-20,5.18
T01784-2,T01784,2,补充沟通,2026-03-20,10.91
T01785-1,T01785,1,首次受理,2026-03-20,10.11
T01786-1,T01786,1,首次受理,2026-03-20,2.68
T01787-1,T01787,1,首次受理,2026-03-20,5.29
T01788-1,T01788,1,首次受理,2026-03-20,8.42
T01788-2,T01788,2,补充沟通,2026-03-20,8.89
T01789-1,T01789,1,首次受理,2026-03-20,2.43
T01789-2,T01789,2,补充沟通,2026-03-20,6.2
T01790-1,T01790,1,首次受理,2026-03-20,5.82
T01790-2,T01790,2,补充沟通,2026-03-20,6.58
T01791-1,T01791,1,首次受理,2026-03-20,7.3
T01792-1,T01792,1,首次受理,2026-03-20,13.59
T01792-2,T01792,2,补充沟通,2026-03-20,9.52
T01792-3,T01792,3,补充沟通,2026-03-20,14.1
T01793-1,T01793,1,首次受理,2026-03-20,4.05
T01793-2,T01793,2,补充沟通,2026-03-20,5.82
T01794-1,T01794,1,首次受理,2026-03-20,10.26
T01795-1,T01795,1,首次受理,2026-03-20,18.06
T01795-2,T01795,2,补充沟通,2026-03-20,11.2
T01795-3,T01795,3,补充沟通,2026-03-20,8.44
T01796-1,T01796,1,首次受理,2026-03-20,13.24
T01796-2,T01796,2,补充沟通,2026-03-20,17.68
T01797-1,T01797,1,首次受理,2026-03-20,6.76
T01797-2,T01797,2,补充沟通,2026-03-20,11.74
T01797-3,T01797,3,补充沟通,2026-03-20,18.82
T01798-1,T01798,1,首次受理,2026-03-20,6.6
T01799-1,T01799,1,首次受理,2026-03-20,6.75
T01799-2,T01799,2,补充沟通,2026-03-20,3.99
T01800-1,T01800,1,首次受理,2026-03-20,6.23
T01800-2,T01800,2,补充沟通,2026-03-20,13.47
T01801-1,T01801,1,首次受理,2026-03-23,3.84
T01801-2,T01801,2,补充沟通,2026-03-23,19.52
T01801-3,T01801,3,补充沟通,2026-03-23,6.45
T01801-4,T01801,4,补充沟通,2026-03-23,14.07
T01802-1,T01802,1,首次受理,2026-03-23,15.69
T01802-2,T01802,2,补充沟通,2026-03-23,9.82
T01803-1,T01803,1,首次受理,2026-03-23,8.39
T01804-1,T01804,1,首次受理,2026-03-23,16.73
T01804-2,T01804,2,补充沟通,2026-03-23,18.87
T01805-1,T01805,1,首次受理,2026-03-23,6.31
T01806-1,T01806,1,首次受理,2026-03-23,10.96
T01806-2,T01806,2,补充沟通,2026-03-23,12.59
T01807-1,T01807,1,首次受理,2026-03-23,2.07
T01808-1,T01808,1,首次受理,2026-03-23,12.13
T01808-2,T01808,2,补充沟通,2026-03-23,17.81
T01809-1,T01809,1,首次受理,2026-03-23,9.35
T01809-2,T01809,2,补充沟通,2026-03-23,8.97
T01809-3,T01809,3,补充沟通,2026-03-23,11.42
T01810-1,T01810,1,首次受理,2026-03-23,17.37
T01810-2,T01810,2,补充沟通,2026-03-23,18.85
T01811-1,T01811,1,首次受理,2026-03-23,15.56
T01811-2,T01811,2,补充沟通,2026-03-23,18.23
T01812-1,T01812,1,首次受理,2026-03-23,8.34
T01813-1,T01813,1,首次受理,2026-03-23,9.41
T01814-1,T01814,1,首次受理,2026-03-23,11.39
T01814-2,T01814,2,补充沟通,2026-03-23,5.57
T01814-3,T01814,3,补充沟通,2026-03-23,12.45
T01815-1,T01815,1,首次受理,2026-03-23,14.76
T01815-2,T01815,2,补充沟通,2026-03-23,4.44
T01816-1,T01816,1,首次受理,2026-03-23,13.95
T01816-2,T01816,2,补充沟通,2026-03-23,17.82
T01817-1,T01817,1,首次受理,2026-03-23,9.71
T01817-2,T01817,2,补充沟通,2026-03-23,15.63
T01818-1,T01818,1,首次受理,2026-03-23,4.24
T01818-2,T01818,2,补充沟通,2026-03-23,7.52
T01819-1,T01819,1,首次受理,2026-03-23,11.39
T01819-2,T01819,2,补充沟通,2026-03-23,11.85
T01820-1,T01820,1,首次受理,2026-03-23,18.67
T01820-2,T01820,2,补充沟通,2026-03-23,11.22
T01821-1,T01821,1,首次受理,2026-03-23,14.72
T01821-2,T01821,2,补充沟通,2026-03-23,16.07
T01821-3,T01821,3,补充沟通,2026-03-23,7.95
T01821-4,T01821,4,补充沟通,2026-03-23,17.11
T01822-1,T01822,1,首次受理,2026-03-23,8.01
T01823-1,T01823,1,首次受理,2026-03-23,14.53
T01823-2,T01823,2,补充沟通,2026-03-23,6.72
T01823-3,T01823,3,补充沟通,2026-03-23,10.32
T01824-1,T01824,1,首次受理,2026-03-23,4.53
T01824-2,T01824,2,补充沟通,2026-03-23,16.42
T01824-3,T01824,3,补充沟通,2026-03-23,10.01
T01825-1,T01825,1,首次受理,2026-03-23,14.74
T01825-2,T01825,2,补充沟通,2026-03-23,19.09
T01826-1,T01826,1,首次受理,2026-03-23,7.11
T01826-2,T01826,2,补充沟通,2026-03-23,15.84
T01826-3,T01826,3,补充沟通,2026-03-23,11.11
T01827-1,T01827,1,首次受理,2026-03-23,14.47
T01827-2,T01827,2,补充沟通,2026-03-23,5.76
T01828-1,T01828,1,首次受理,2026-03-23,2.59
T01829-1,T01829,1,首次受理,2026-03-23,8.93
T01829-2,T01829,2,补充沟通,2026-03-23,18.32
