person_id,campus,stage,stratum,baseline_score,responded
P6-0341,south,late,south_late,57.63,0
P6-0342,south,late,south_late,60.38,0
P6-0343,south,late,south_late,34.79,0
P6-0344,south,late,south_late,57.54,0
P6-0345,south,late,south_late,32.05,0
P6-0346,south,late,south_late,41.07,0
P6-0347,south,late,south_late,41.9,0
P6-0348,south,late,south_late,38.43,0
P6-0349,south,late,south_late,64.14,0
P6-0350,south,late,south_late,44.81,1
P6-0351,south,late,south_late,37.97,0
P6-0352,south,late,south_late,58.92,0
P6-0353,south,late,south_late,53.06,0
P6-0354,south,late,south_late,48.03,0
P6-0355,south,late,south_late,46.94,1
P6-0356,south,late,south_late,32.32,0
P6-0357,south,late,south_late,67.2,0
P6-0358,south,late,south_late,37.26,0
P6-0359,south,late,south_late,40.75,0
P6-0360,south,late,south_late,59.38,0
P6-0361,south,late,south_late,40.76,0
P6-0362,south,late,south_late,42.14,0
P6-0363,south,late,south_late,51.71,0
P6-0364,south,late,south_late,42.06,0
P6-0365,south,late,south_late,45.95,0
P6-0366,south,late,south_late,47.8,0
P6-0367,south,late,south_late,47.03,0
P6-0368,south,late,south_late,38.17,0
P6-0369,south,late,south_late,49.36,0
P6-0370,south,late,south_late,42.96,0
P6-0371,south,late,south_late,49.53,0
P6-0372,south,late,south_late,25.81,0
P6-0373,south,late,south_late,53.1,1
P6-0374,south,late,south_late,52.26,0
P6-0375,south,late,south_late,44.09,0
P6-0376,south,late,south_late,54.85,0
P6-0377,south,late,south_late,37.05,0
P6-0378,south,late,south_late,51.33,1
P6-0379,south,late,south_late,27.97,0
P6-0380,south,late,south_late,49.52,0
P6-0381,south,late,south_late,71.78,0
P6-0382,south,late,south_late,32.13,0
P6-0383,south,late,south_late,75.67,0
P6-0384,south,late,south_late,52.03,0
P6-0385,south,late,south_late,67.19,0
P6-0386,south,late,south_late,31.91,0
P6-0387,south,late,south_late,52.29,0
P6-0388,south,late,south_late,43.73,0
P6-0389,south,late,south_late,45.36,0
P6-0390,south,late,south_late,43.05,0
P6-0391,south,late,south_late,42.08,0
P6-0392,south,late,south_late,71.53,1
P6-0393,south,late,south_late,79.71,1
P6-0394,south,late,south_late,32.61,0
P6-0395,south,late,south_late,61.83,0
P6-0396,south,late,south_late,34.17,0
P6-0397,south,late,south_late,42.93,0
P6-0398,south,late,south_late,52.68,0
P6-0399,south,late,south_late,41.15,0
P6-0400,south,late,south_late,51.44,0
P6-0401,south,late,south_late,26.8,0
P6-0402,south,late,south_late,69.54,0
P6-0403,south,late,south_late,30.8,0
P6-0404,south,late,south_late,38.23,0
P6-0405,south,late,south_late,62.37,0
P6-0406,south,late,south_late,40.55,1
P6-0407,south,late,south_late,59.08,0
P6-0408,south,late,south_late,53.59,0
P6-0409,south,late,south_late,38.78,0
P6-0410,south,late,south_late,59.01,0
P6-0411,south,late,south_late,37.15,0
P6-0412,south,late,south_late,59.99,1
P6-0413,south,late,south_late,48.13,0
P6-0414,south,late,south_late,40.28,0
P6-0415,south,late,south_late,48.58,0
P6-0416,south,late,south_late,53.64,0
P6-0417,south,late,south_late,54.16,1
P6-0418,south,late,south_late,40.14,0
P6-0419,south,late,south_late,63.14,1
P6-0420,south,late,south_late,38.97,0
P6-0421,south,late,south_late,64.22,0
P6-0422,south,late,south_late,19.56,0
P6-0423,south,late,south_late,52.96,0
P6-0424,south,late,south_late,27.43,0
P6-0425,south,late,south_late,66.14,1
P6-0426,south,late,south_late,27.25,0
P6-0427,south,late,south_late,51.44,0
P6-0428,south,late,south_late,37.71,0
P6-0429,south,late,south_late,54.31,0
P6-0430,south,late,south_late,31.74,0
P6-0431,south,late,south_late,38.62,1
P6-0432,south,late,south_late,42.4,0
P6-0433,south,late,south_late,50.88,0
P6-0434,south,late,south_late,36.39,0
P6-0435,south,late,south_late,40.78,0
P6-0436,south,late,south_late,31.2,0
P6-0437,south,late,south_late,46.01,1
P6-0438,south,late,south_late,44.75,0
P6-0439,south,late,south_late,49.31,0
P6-0440,south,late,south_late,42.81,0
P6-0441,south,late,south_late,52.93,0
P6-0442,south,late,south_late,40.23,1
P6-0443,south,late,south_late,50.71,0
P6-0444,south,late,south_late,20.72,0
P6-0445,south,late,south_late,58.7,1
P6-0446,south,late,south_late,51.5,0
P6-0447,south,late,south_late,49.23,0
P6-0448,south,late,south_late,64.63,0
P6-0449,south,late,south_late,58.86,0
P6-0450,south,late,south_late,57.91,0
